410699.60000000	5477699.60000000	232.14166620
410699.80000000	5477699.60000000	232.13961970
410700.00000000	5477699.60000000	232.12663068
410700.20000000	5477699.60000000	232.12673560
410700.40000000	5477699.60000000	232.12082337
410700.60000000	5477699.60000000	232.13086238
410700.80000000	5477699.60000000	232.10952337
410701.00000000	5477699.60000000	232.12413905
410701.20000000	5477699.60000000	232.11481756
410701.40000000	5477699.60000000	232.13324269
410701.60000000	5477699.60000000	232.11536154
410701.80000000	5477699.60000000	232.12859028
410702.00000000	5477699.60000000	232.12368042
410702.20000000	5477699.60000000	232.12545416
410702.40000000	5477699.60000000	232.12220892
410702.60000000	5477699.60000000	232.11814531
410702.80000000	5477699.60000000	232.10929617
410703.00000000	5477699.60000000	232.10998742
410703.20000000	5477699.60000000	232.10091308
410703.40000000	5477699.60000000	232.12740300
410703.60000000	5477699.60000000	232.09291308
410703.80000000	5477699.60000000	232.13591308
410704.00000000	5477699.60000000	232.08991308
410704.20000000	5477699.60000000	232.06591308
410704.40000000	5477699.60000000	232.05591308
410704.60000000	5477699.60000000	232.05947543
410704.80000000	5477699.60000000	232.05391308
410705.00000000	5477699.60000000	232.05491308
410705.20000000	5477699.60000000	232.04691308
410705.40000000	5477699.60000000	232.07391308
410705.60000000	5477699.60000000	232.07182922
410705.80000000	5477699.60000000	232.05791308
410706.00000000	5477699.60000000	232.09373303
410706.20000000	5477699.60000000	232.10173589
410706.40000000	5477699.60000000	232.11609742
410706.60000000	5477699.60000000	232.12297211
410706.80000000	5477699.60000000	232.13212490
410707.00000000	5477699.60000000	232.13880898
410707.20000000	5477699.60000000	232.13103242
410707.40000000	5477699.60000000	232.14842448
410707.60000000	5477699.60000000	232.14344731
410707.80000000	5477699.60000000	232.15089477
410708.00000000	5477699.60000000	232.14678711
410708.20000000	5477699.60000000	232.14466076
410708.40000000	5477699.60000000	232.14124821
410708.60000000	5477699.60000000	232.13147872
410708.80000000	5477699.60000000	232.11878421
410709.00000000	5477699.60000000	232.11524654
410709.20000000	5477699.60000000	232.11591486
410709.40000000	5477699.60000000	232.07328534
410709.60000000	5477699.60000000	232.09156963
410709.80000000	5477699.60000000	232.04991308
410710.00000000	5477699.60000000	232.08655643
410710.20000000	5477699.60000000	232.07355952
410710.40000000	5477699.60000000	232.07632997
410710.60000000	5477699.60000000	232.06872369
410710.80000000	5477699.60000000	232.09806949
410711.00000000	5477699.60000000	232.07086161
410711.20000000	5477699.60000000	232.04478701
410711.40000000	5477699.60000000	232.01201857
410711.60000000	5477699.60000000	231.97020547
410711.80000000	5477699.60000000	231.90064067
410712.00000000	5477699.60000000	231.85754590
410712.20000000	5477699.60000000	231.78667949
410712.40000000	5477699.60000000	231.67258697
410712.60000000	5477699.60000000	231.65749237
410712.80000000	5477699.60000000	231.55291308
410713.00000000	5477699.60000000	231.57691308
410713.20000000	5477699.60000000	231.49591308
410713.40000000	5477699.60000000	231.58663806
410713.60000000	5477699.60000000	231.55017475
410713.80000000	5477699.60000000	231.58608599
410714.00000000	5477699.60000000	231.57906580
410714.20000000	5477699.60000000	231.58712659
410714.40000000	5477699.60000000	231.51753859
410714.60000000	5477699.60000000	231.58199603
410714.80000000	5477699.60000000	231.47091308
410715.00000000	5477699.60000000	231.60396286
410715.20000000	5477699.60000000	231.59153152
410715.40000000	5477699.60000000	231.58911607
410715.60000000	5477699.60000000	231.60363732
410715.80000000	5477699.60000000	231.64207317
410716.00000000	5477699.60000000	231.64839568
410716.20000000	5477699.60000000	231.65625940
410716.40000000	5477699.60000000	231.86291308
410716.60000000	5477699.60000000	231.64045392
410716.80000000	5477699.60000000	231.61137121
410717.00000000	5477699.60000000	231.51964374
410717.20000000	5477699.60000000	231.50440974
410717.40000000	5477699.60000000	231.50289240
410717.60000000	5477699.60000000	231.44191308
410717.80000000	5477699.60000000	231.48916522
410718.00000000	5477699.60000000	231.45705665
410718.20000000	5477699.60000000	231.45701262
410718.40000000	5477699.60000000	231.44907930
410718.60000000	5477699.60000000	231.42591308
410718.80000000	5477699.60000000	231.43691308
410719.00000000	5477699.60000000	231.44591308
410719.20000000	5477699.60000000	231.41791308
410719.40000000	5477699.60000000	231.42991308
410719.60000000	5477699.60000000	231.43891308
410719.80000000	5477699.60000000	231.43846882
410720.00000000	5477699.60000000	231.43757952
410720.20000000	5477699.60000000	231.45143445
410720.40000000	5477699.60000000	231.45963757
410720.60000000	5477699.60000000	231.45091308
410720.80000000	5477699.60000000	231.46898535
410721.00000000	5477699.60000000	231.46658129
410721.20000000	5477699.60000000	231.47091308
410721.40000000	5477699.60000000	231.46822567
410721.60000000	5477699.60000000	231.47953321
410721.80000000	5477699.60000000	231.47316498
410722.00000000	5477699.60000000	231.48291308
410722.20000000	5477699.60000000	231.47791308
410722.40000000	5477699.60000000	231.47291308
410722.60000000	5477699.60000000	231.47867348
410722.80000000	5477699.60000000	231.49403384
410723.00000000	5477699.60000000	231.48734673
410723.20000000	5477699.60000000	231.50491308
410723.40000000	5477699.60000000	231.48435990
410723.60000000	5477699.60000000	231.50819664
410723.80000000	5477699.60000000	231.47291308
410724.00000000	5477699.60000000	231.50791308
410724.20000000	5477699.60000000	231.51159078
410724.40000000	5477699.60000000	231.48491308
410724.60000000	5477699.60000000	231.54352586
410724.80000000	5477699.60000000	231.51291308
410725.00000000	5477699.60000000	231.67917606
410725.20000000	5477699.60000000	231.74325608
410725.40000000	5477699.60000000	231.84058671
410725.60000000	5477699.60000000	231.84833062
410725.80000000	5477699.60000000	231.91544624
410726.00000000	5477699.60000000	231.94269926
410726.20000000	5477699.60000000	231.98170001
410726.40000000	5477699.60000000	231.99929851
410726.60000000	5477699.60000000	232.02750704
410726.80000000	5477699.60000000	232.02991767
410727.00000000	5477699.60000000	232.04002367
410727.20000000	5477699.60000000	232.06302648
410727.40000000	5477699.60000000	232.04491308
410727.60000000	5477699.60000000	232.07491308
410727.80000000	5477699.60000000	232.06866863
410728.00000000	5477699.60000000	232.05518103
410728.20000000	5477699.60000000	232.02023773
410728.40000000	5477699.60000000	232.01874553
